,time,group,dim_1,dim_2,dim_3
0,0,0,0.06496818,0.62796676,0.30706504
1,0,0,0.089512624,0.25021672,0.66027063
2,0,0,0.053318743,0.090775944,0.8559053
3,0,0,0.8115984,0.016695777,0.17170581
4,0,0,0.3709309,0.3023916,0.3266775
5,0,0,0.34960562,0.37888587,0.2715085
6,0,0,0.13593338,0.44956535,0.41450125
7,0,0,0.12504959,0.77664673,0.09830369
8,0,0,0.35625488,0.37538615,0.26835898
9,0,0,0.32773206,0.6620248,0.010243147
10,0,0,0.3268506,0.57423204,0.09891736
11,0,0,0.54348725,0.4147191,0.041793656
12,0,0,0.6023247,0.07295701,0.32471827
13,0,0,0.6047108,0.14400679,0.2512824
14,0,0,0.10990192,0.81822234,0.07187573
15,0,0,0.6095476,0.37094304,0.019509332
16,0,0,0.17742006,0.14484328,0.67773664
17,0,0,0.53638387,0.027117329,0.4364988
18,0,0,0.6727088,0.2683315,0.05895968
19,0,0,0.35098132,0.46633482,0.18268386
20,0,0,0.22604606,0.5533881,0.22056584
21,0,0,0.51056606,0.3692258,0.120208174
22,0,0,0.24254566,0.6883858,0.06906855
23,0,0,0.17811044,0.29091838,0.53097117
24,0,0,0.10220826,0.76092875,0.13686298
25,0,0,0.1906688,0.3379961,0.47133508
26,0,0,0.06570405,0.03772541,0.89657056
27,0,0,0.28781438,0.25494954,0.45723608
28,0,0,0.3675258,0.052239653,0.5802346
29,0,0,0.8736328,0.0967243,0.029642936
30,0,0,0.15127617,0.73253363,0.11619017
31,0,0,0.14644298,0.48486114,0.36869588
32,0,0,0.39599562,0.015748704,0.5882557
33,0,0,0.541239,0.39522907,0.06353191
34,0,0,0.59396905,0.23684725,0.16918367
35,0,0,0.81012595,0.007922895,0.18195117
36,0,0,0.19497892,0.74684536,0.058175713
37,0,0,0.33749872,0.31663835,0.34586295
38,0,0,0.027744438,0.42764458,0.544611
39,0,0,0.64960974,0.17848933,0.17190091
40,0,0,0.25097156,0.44642517,0.30260327
41,0,0,0.49222887,0.2685857,0.23918544
42,0,0,0.96312475,0.016709045,0.020166226
43,0,0,0.1293932,0.6072851,0.2633217
44,0,0,0.05862694,0.017865278,0.9235078
45,0,0,0.3200668,0.5177452,0.16218802
46,0,0,0.21330097,0.30592695,0.48077205
47,0,0,0.09013154,0.12470152,0.7851669
48,0,0,0.24259259,0.30684355,0.45056388
49,0,0,0.23610792,0.6559121,0.10797995
50,0,0,0.49543017,0.33169484,0.17287499
51,0,0,0.85760725,0.1011807,0.04121204
52,0,0,0.2532202,0.6815968,0.06518297
53,0,0,0.41199034,0.001900836,0.5861088
54,0,0,0.28519508,0.1809056,0.5338993
55,0,0,0.2980339,0.3117498,0.39021635
56,0,0,0.35379258,0.05965454,0.5865529
57,0,0,0.4057612,0.13212849,0.4621103
58,0,0,0.55436134,0.047892094,0.39774656
59,0,0,0.60593796,0.11626474,0.27779728
60,0,0,0.07152538,0.90465397,0.023820678
61,0,0,0.027324641,0.21592368,0.75675166
62,0,0,0.36281592,0.6198116,0.017372482
63,0,0,0.28565535,0.12219003,0.5921546
64,0,0,0.35244447,0.3245552,0.32300034
65,0,0,0.050961304,0.65920585,0.28983283
66,0,0,0.72635376,0.07898312,0.19466314
67,0,0,0.10092019,0.3719465,0.5271333
68,0,0,0.16823553,0.0518143,0.7799502
69,0,0,0.34940434,0.22336724,0.4272284
70,0,0,0.5026568,0.3158469,0.18149626
71,0,0,0.22309688,0.045495547,0.7314076
72,0,0,0.2798649,0.53358203,0.18655303
73,0,0,0.07428756,0.23937646,0.686336
74,0,0,0.9277835,0.05833035,0.013886166
75,0,0,0.48330745,0.32745633,0.18923621
76,0,0,0.16509521,0.2843602,0.55054456
77,0,0,0.12767313,0.31931478,0.5530121
78,0,0,0.5775497,0.043525968,0.37892434
79,0,0,0.23140086,0.22803512,0.540564
80,0,0,0.57546824,0.13149297,0.29303882
81,0,0,0.0043246555,0.8853121,0.11036328
82,0,0,0.6489492,0.09044295,0.26060787
83,0,0,0.039922718,0.6174316,0.34264573
84,0,0,0.49171397,0.2225051,0.28578094
85,0,0,0.08976357,0.478525,0.43171144
86,0,0,0.8416872,0.03266851,0.12564431
87,0,0,0.5042621,0.25888273,0.23685518
88,0,0,0.1474177,0.093450576,0.7591317
89,0,0,0.14723992,0.3324454,0.52031463
90,0,0,0.7118488,0.011629558,0.27652162
91,0,0,0.69524205,0.25677088,0.04798709
92,0,0,0.29624876,0.25601435,0.4477369
93,0,0,0.5411661,0.2896853,0.16914855
94,0,0,0.22515777,0.3857844,0.38905784
95,0,0,0.030156532,0.024282612,0.9455609
96,0,0,0.3649785,0.29998177,0.33503973
97,0,0,0.26998943,0.72906,0.0009505913
98,0,0,0.41600943,0.06840281,0.51558775
99,0,0,0.0993432,0.15282491,0.7478319
100,0,1,0.13738945,0.60162306,0.26098752
101,0,1,0.076479,0.4798128,0.44370818
102,0,1,0.7821817,0.035044927,0.1827734
103,0,1,0.018067945,0.09468139,0.88725066
104,0,1,0.21745351,0.023216562,0.7593299
105,0,1,0.086502634,0.081013545,0.8324838
106,0,1,0.24830805,0.7268711,0.024820892
107,0,1,0.01479984,0.75608,0.22912018
108,0,1,0.3936385,0.51553035,0.090831116
109,0,1,0.629133,0.19684936,0.17401762
110,0,1,0.23537052,0.3401111,0.42451838
111,0,1,0.02510211,0.5574854,0.4174125
112,0,1,0.13038294,0.75365037,0.11596667
113,0,1,0.20864888,0.0036895599,0.78766155
114,0,1,0.22510093,0.07765275,0.6972463
115,0,1,0.16521919,0.6701096,0.1646712
116,0,1,0.6635041,0.06963687,0.26685902
117,0,1,0.22051695,0.5023056,0.27717742
118,0,1,0.069003165,0.5862953,0.34470153
119,0,1,0.5648212,0.2561394,0.17903942
120,0,1,0.63199186,0.2759827,0.09202539
